iter	Logloss
190	0.006281767754
191	0.006200700364
192	0.006121360241
193	0.006049272862
194	0.005981204358
195	0.005908616046
196	0.005831272678
197	0.005769665571
198	0.005705127057
199	0.005638548668
200	0.005571347602
201	0.005507797637
202	0.005442009327
203	0.005375959772
204	0.005314690319
205	0.005249038022
206	0.005184195143
207	0.005126136732
208	0.005070100122
209	0.00501414975
210	0.00495701204
211	0.004906344287
212	0.004848934552
213	0.004800102178
214	0.004743029463
215	0.004694958317
216	0.004648334485
217	0.004600636503
218	0.004552588818
219	0.004507066088
220	0.004457062229
221	0.004413737262
222	0.004367818858
223	0.004322314516
224	0.004284059748
225	0.004244107515
226	0.004203492023
227	0.00415763893
228	0.004121941455
229	0.00406970591
230	0.004022537077
231	0.003982639059
232	0.003945022187
233	0.003908326017
234	0.003870669198
235	0.003834026925
236	0.003795476036
237	0.003757433688
238	0.003710426866
239	0.003675677675
240	0.003642966139
241	0.003611470157
242	0.003576382678
243	0.003539041319
244	0.003505401789
245	0.003470924623
246	0.003441641305
247	0.00340857119
248	0.003380011371
249	0.003351410653
250	0.003320988188
251	0.003295789057
252	0.003269362323
253	0.003240762239
254	0.003210247831
255	0.003177374918
256	0.003154336455
257	0.003130821472
258	0.0031036668
259	0.0030809178
260	0.003055796978
261	0.003026292045
262	0.002999212197
263	0.002977543689
264	0.002953855281
265	0.002932659489
266	0.002911632682
267	0.002890647726
268	0.002870975657
269	0.002848719663
270	0.002825631106
271	0.002805570973
272	0.002782786146
273	0.002762844271
274	0.002741596483
275	0.00271966134
276	0.002700500032
277	0.002680028373
278	0.00266169614
279	0.002642080346
280	0.002619606066
281	0.002600901146
282	0.002582666246
283	0.002564754575
284	0.002545224701
285	0.00252782601
286	0.002512102431
287	0.002491740153
288	0.002473057426
289	0.002453664516
290	0.002435456565
291	0.002419472058
292	0.002402484417
293	0.002383537432
294	0.002367546742
295	0.002349441514
296	0.00233518253
297	0.002318575344
298	0.002305071405
299	0.002289415833
300	0.002274651794
301	0.002256376629
302	0.002240612786
303	0.00222772883
304	0.002214829338
305	0.002198622899
306	0.002186584663
307	0.002171603606
308	0.002157957947
309	0.002144201005
310	0.002127406603
311	0.002115835535
312	0.002101690528
313	0.002083572301
314	0.002069879085
315	0.002057743199
316	0.00204452476
317	0.002032222266
318	0.002019084514
319	0.002008168621
320	0.001994238889
321	0.0019815431
322	0.00196848239
323	0.001956747726
324	0.001943253456
325	0.001931760539
326	0.001919378309
327	0.001907626048
328	0.00189811451
329	0.001886710366
330	0.001877757305
331	0.001868448042
332	0.001857851572
333	0.001848590501
334	0.001835755845
335	0.001825852597
336	0.001814697651
337	0.001805245084
338	0.001795057128
339	0.001785625803
340	0.001775094328
341	0.001765525404
342	0.001755512617
343	0.001747383716
344	0.001737785625
345	0.001728220823
346	0.001719971286
347	0.001711903893
348	0.001703691292
349	0.001695518164
350	0.001687551115
351	0.001678596786
352	0.001669028655
353	0.001660961896
354	0.001650904404
355	0.001642333859
356	0.00163422731
357	0.001625821946
358	0.001616962096
359	0.001607357822
360	0.001599695454
361	0.001591982677
362	0.00158540746
363	0.001577062334
364	0.001569568794
365	0.001561201158
366	0.001552438482
367	0.001545715522
368	0.001538683125
369	0.001532273248
370	0.001523789732
371	0.001516015764
372	0.001508051411
373	0.001501089398
374	0.001493492818
375	0.001486178725
376	0.001478132891
377	0.001471569563
378	0.001466004455
379	0.001458815596
380	0.001452943746
381	0.00144506119
382	0.00143786821
383	0.001430706933
384	0.001423950525
385	0.001417839464
386	0.001411102237
387	0.001404177318
388	0.001397338319
389	0.001391019593
390	0.001385136646
391	0.001379184583
392	0.001373967433
393	0.001367180113
394	0.001360321933
395	0.001353500054
396	0.001347824931
397	0.001341814532
398	0.001336563775
399	0.001331693314
400	0.001325645583
401	0.001319876535
402	0.001314713917
403	0.001309291242
404	0.001303028236
405	0.001296734398
406	0.001290627458
407	0.001284723111
408	0.001280015533
409	0.001275373583
410	0.001269285349
411	0.001263848645
412	0.001258190325
413	0.001252774545
414	0.001246988615
415	0.001242224682
416	0.001236391432
417	0.001230688964
418	0.00122526613
419	0.001220723892
420	0.001215232734
421	0.001210780458
422	0.001205558631
423	0.001201001888
424	0.001195942468
425	0.001189994844
426	0.001185547006
427	0.001180343885
428	0.001174929611
429	0.001169983932
430	0.001164543819
431	0.001160584549
432	0.001156207412
433	0.001151672465
434	0.001147159078
435	0.001142391499
436	0.0011380532
437	0.001133903227
438	0.001128960163
439	0.001124325585
440	0.001119710505
441	0.001114458163
442	0.001109499405
443	0.001105027313
444	0.0011011542
445	0.001096727366
446	0.001092557657
447	0.001089331159
448	0.001085736967
449	0.00108131267
450	0.001078026092
451	0.001074490316
452	0.00107004763
453	0.001065891474
454	0.001061712649
455	0.001057898111
456	0.001053544435
457	0.001049972991
458	0.001046317847
459	0.001043226015
460	0.001040035581
461	0.001036030656
462	0.001031901767
463	0.001027532239
464	0.00102423504
465	0.001020223061
466	0.00101716864
467	0.001013907188
468	0.001010064511
469	0.001006233882
470	0.001002428062
471	0.0009995497605
472	0.0009966373761
473	0.0009933118808
474	0.0009901219226
475	0.0009870706721
476	0.000983505807
477	0.0009805283489
478	0.0009770109615
479	0.0009769974871
480	0.0009769955056
481	0.0009732268592
482	0.0009732042697
483	0.0009732435041
484	0.0009701958996
485	0.0009672251788
486	0.0009641814581
487	0.0009641814581
488	0.0009604370657
489	0.0009593031508
490	0.0009559337446
491	0.0009526731645
492	0.0009498135682
493	0.0009485006808
494	0.000945576645
495	0.0009427108663
496	0.00093890465
497	0.0009389002114
498	0.0009359266371
499	0.0009327538787
500	0.0009296415176
501	0.0009270468925
502	0.0009240669773
503	0.0009215158668
504	0.0009187981486
505	0.0009156925247
506	0.0009126308117
507	0.000910133916
508	0.000906976138
509	0.0009037417934
510	0.0009024112307
511	0.0008994413817
512	0.000896929902
513	0.0008936295325
514	0.0008906703046
515	0.0008880751247
516	0.0008881153895
517	0.0008857595001
518	0.0008831385602
519	0.0008802854634
520	0.0008781031567
521	0.0008780961024
522	0.0008780697083
523	0.0008758100423
524	0.0008758260532
525	0.0008757816667
526	0.0008757764355
527	0.0008730077522
528	0.0008707349288
529	0.000870695298
530	0.0008706803176
531	0.0008707304901
532	0.0008681080443
533	0.0008681042397
534	0.0008680604874
535	0.0008680900519
536	0.0008653808147
537	0.0008653730471
538	0.0008653141558
539	0.0008653629809
540	0.0008626669011
541	0.0008600626062
542	0.0008600551556
543	0.0008600465953
544	0.0008590413218
545	0.0008590413218
546	0.0008590769895
547	0.0008590432241
548	0.0008590479798
549	0.0008590766724
550	0.0008561833108
551	0.0008534351562
552	0.0008513851369
553	0.0008484658567
554	0.0008484909034
555	0.0008485308511
556	0.0008484884462
557	0.0008457720755
558	0.0008457720755
559	0.0008457720755
560	0.0008432557608
561	0.0008406147678
562	0.000840578466
563	0.0008406047808
564	0.0008405822706
565	0.0008405803683
566	0.0008405997081
567	0.0008405740274
568	0.0008378334026
569	0.0008378178674
570	0.0008378251594
571	0.0008378066915
572	0.0008377974179
573	0.0008378172333
574	0.0008353049609
575	0.000835314076
576	0.0008353170087
577	0.0008352709577
578	0.0008352709577
579	0.0008352739697
580	0.0008352739697
581	0.0008352999675
582	0.0008352686592
583	0.0008328786873
584	0.0008302882631
585	0.0008302416573
586	0.0008302647224
587	0.0008302526747
588	0.0008302178789
589	0.0008302300851
590	0.000827388402
591	0.0008273907798
592	0.0008274044128
593	0.0008247314774
594	0.0008247089671
595	0.0008247300507
596	0.0008247218868
597	0.0008247218868
598	0.000822265573
599	0.0008206816113
600	0.0008207126025
601	0.0008207126025
602	0.0008182294191
603	0.0008182154691
604	0.0008157913355
605	0.0008157771477
606	0.0008157699349
607	0.000815367128
608	0.0008126495683
609	0.0008126064501
610	0.0008102136248
611	0.0008083664356
612	0.0008084046397
613	0.0008083290242
614	0.0008082278865
615	0.0008082503968
616	0.0008082230516
617	0.0008082391417
618	0.0008082148084
619	0.0008082569755
620	0.0008081950723
621	0.0008082289962
622	0.000808239855
623	0.0008057566716
624	0.0008057722069
625	0.0008057931319
626	0.0008057259182
627	0.0008057500137
628	0.0008057449409
629	0.0008057205284
630	0.0008033903197
631	0.0008033626574
632	0.0008033626574
633	0.0008033689983
634	0.0008033327758
635	0.0008033180332
636	0.0008033317454
637	0.0008032995653
638	0.0008032995653
639	0.0008033525119
640	0.0008033021016
641	0.0008032941755
642	0.0008010131882
643	0.0008010393445
644	0.0008009863978
645	0.0007985741534
646	0.0007986003097
647	0.000798588262
648	0.0007985965052
649	0.0007985691599
650	0.000798598566
651	0.0007985525943
652	0.0007985681295
653	0.0007985696355
654	0.0007961338505
655	0.0007961132425
656	0.0007961132425
657	0.000796151288
658	0.000796151288
659	0.0007939603417
660	0.000791869265
661	0.0007918193302
662	0.0007894242063
663	0.0007894175484
664	0.0007894169143
665	0.0007894169143
666	0.0007893863194
667	0.0007893690403
668	0.0007893325801
669	0.0007893756983
670	0.0007893791858
671	0.0007893338482
672	0.0007893466886
673	0.0007870138643
674	0.0007869904029
675	0.0007869904029
676	0.0007869904029
677	0.0007869970608
678	0.0007870135472
679	0.000787036216
680	0.0007870306677
681	0.0007847127445
682	0.0007847121104
683	0.0007847203536
684	0.0007823770668
685	0.0007823602633
686	0.0007823834077
687	0.0007823757193
688	0.0007800237137
689	0.0007800310058
690	0.0007800356822
691	0.0007800564487
692	0.0007800631067
693	0.0007778106535
694	0.0007778070074
695	0.0007777962279
696	0.0007778295177
697	0.0007777826742
698	0.0007778203234
699	0.0007777964657
700	0.0007778149336
701	0.0007777889358
702	0.0007777643648
703	0.0007777789489
704	0.0007777627003
705	0.0007777959108
706	0.000777769596
707	0.000777769596
708	0.0007777810097
709	0.0007756429308
710	0.0007756435649
711	0.0007756400774
712	0.0007753472854
713	0.0007732367103
714	0.0007732166572
715	0.0007732685735
716	0.0007732646896
717	0.0007732642141
718	0.0007732645311
719	0.0007732768959
720	0.000773229339
721	0.000773229339
722	0.0007731971589
723	0.0007732502641
724	0.0007732201447
725	0.0007732201447
726	0.0007731996952
727	0.0007731996952
728	0.0007732307657
729	0.000773243289
730	0.0007732313998
731	0.0007732088896
732	0.0007710897542
733	0.000771074219
734	0.0007710691462
735	0.0007710542451
736	0.0007710486968
737	0.0007710233331
738	0.0007710211138
739	0.0007710338749
740	0.0007710182603
741	0.0007710356979
742	0.000771029674
743	0.0007709867143
744	0.0007709865557
745	0.0007709986035
746	0.0007704755569
747	0.0007704737339
748	0.0007704388588
749	0.0007704902203
750	0.0007704902203
751	0.000770488318
752	0.0007704683441
753	0.0007704444071
754	0.0007704675515
755	0.0007704229272
756	0.0007704165071
757	0.0007704348957
758	0.0007704348957
759	0.0007681627857
760	0.0007681347271
761	0.0007681507379
762	0.0007681298129
763	0.0007681352027
764	0.0007681385317
765	0.0007681233135
766	0.0007681505794
767	0.0007681174481
768	0.0007681220453
769	0.0007681220453
770	0.0007681047663
771	0.0007681047663
772	0.0007680952549
773	0.0007681125339
774	0.0007681125339
775	0.0007681190333
776	0.0007680876458
777	0.0007680935111
778	0.0007680703668
779	0.0007680928771
780	0.0007681074612
781	0.0007680976327
782	0.0007680891518
783	0.0007680973157
784	0.0007680750432
785	0.0007681020714
786	0.0007681020714
787	0.0007680573679
788	0.0007680573679
789	0.0007680573679
790	0.0007661183147
791	0.0007661141931
792	0.0007661141931
793	0.0007661316306
794	0.0007661439161
795	0.000766088116
796	0.000766088116
797	0.0007646495992
798	0.000762783308
799	0.0007628091472
800	0.0007627707847
801	0.0007627691994
802	0.0007606361141
803	0.0007606101956
804	0.0007603793068
805	0.0007603785142
806	0.0007603033743
807	0.0007603005209
808	0.0007603239823
809	0.0007602919606
810	0.0007603175621
811	0.0007602972712
812	0.0007603090019
813	0.0007602780106
814	0.0007602868879
815	0.0007603322255
816	0.0007602726208
817	0.0007603034536
818	0.0007603034536
819	0.0007602906925
820	0.000760280547
821	0.0007602938629
822	0.000760273572
823	0.0007602905339
824	0.0007602784862
825	0.0007602784862
826	0.0007602552626
827	0.0007603056729
828	0.0007602565308
829	0.0007602876805
830	0.0007602551833
831	0.0007602789618
832	0.0007602383799
833	0.0007602676274
834	0.0007602727794
835	0.0007602648532
836	0.000760246306
837	0.0007603227141
838	0.0007580710535
839	0.0007580561524
840	0.0007580767604
841	0.0007580352273
842	0.0007580373674
843	0.0007580373674
844	0.0007580906311
845	0.0007580906311
846	0.0007580758092
847	0.0007562484354
848	0.000756238607
849	0.0007562252911
850	0.0007562363877
851	0.0007562490695
852	0.0007541182035
853	0.0007541392078
854	0.0007541205021
855	0.0007541072654
856	0.0007540891938
857	0.0007541409515
858	0.0007541409515
859	0.0007541409515
860	0.0007541100395
861	0.0007541019549
862	0.0007541117833
863	0.0007540796031
864	0.0007541170146
865	0.0007540848344
866	0.0007540523372
867	0.0007540523372
868	0.0007541157464
869	0.0007541157464
870	0.0007540154013
871	0.0007540154013
872	0.0007540694577
873	0.0007540058899
874	0.0007540930776
875	0.0007540930776
876	0.0007540947421
877	0.0007540976748
878	0.0007540564588
879	0.0007540564588
880	0.0007540564588
881	0.0007540360093
882	0.0007540360093
883	0.0007540030365
884	0.0007540436184
885	0.0007540385457
886	0.000754044094
887	0.0007540464718
888	0.0007540464718
889	0.0007540464718
890	0.0007540468681
891	0.0007540646227
892	0.0007540646227
893	0.0007540646227
894	0.0007540206326
895	0.0007540103286
896	0.0007540085848
897	0.0007540427465
898	0.0007540287173
899	0.0007540334729
900	0.0007521417388
901	0.0007521508539
902	0.0007520857009
903	0.0007520850669
904	0.0007521101135
905	0.0007521097964
906	0.0007497533522
907	0.0007498085182
908	0.0007497776062
909	0.0007497642903
910	0.0007497841056
911	0.0007497532729
912	0.0007497532729
913	0.0007497316345
914	0.0007497741187
915	0.0007497456638
916	0.0007497456638
917	0.0007497573945
918	0.000747780058
919	0.0007477918679
920	0.0007477862404
921	0.0007477862404
922	0.0007478033609
923	0.0007478030438
924	0.0007477669006
925	0.0007477979711
926	0.0007478139026
927	0.0007477914716
928	0.000747780375
929	0.000747778235
930	0.0007477611937
931	0.0007477440733
932	0.0007459243878
933	0.0007459633845
934	0.0007459488004
935	0.0007459316799
936	0.0007459075844
937	0.0007459090904
938	0.0007459262901
939	0.0007459501478
940	0.0007459203455
941	0.0007459386549
942	0.0007447080409
943	0.000744694408
944	0.0007447027304
945	0.0007447074861
946	0.0007446741963
947	0.0007446931398
948	0.0007446931398
949	0.0007446635752
950	0.0007446883048
951	0.0007446775253
952	0.0007446775253
953	0.0007446981332
954	0.0007446800616
955	0.0007446843417
956	0.0007446867988
957	0.0007427687499
958	0.0007427089075
959	0.0007427269791
960	0.00074274727
961	0.0007427562266
962	0.0007427562266
963	0.0007427355393
964	0.0007427515502
965	0.0007427395024
966	0.0007427628846
967	0.000742757574
968	0.0007427695425
969	0.0007427695425
970	0.0007427694633
971	0.0007427141387
972	0.0007427231746
973	0.0007406726797
974	0.0007406564311
975	0.0007406336037
976	0.0007406336037
977	0.0007407058902
978	0.0007406508035
979	0.0007406232205
980	0.0007406327319
981	0.0007406452552
982	0.0007406283725
983	0.000740624885
984	0.0007406335245
985	0.0007405878699
986	0.0007405672619
987	0.0007405729687
988	0.0007405900892
989	0.0007406022954
990	0.0007406084778
991	0.0007405916744
992	0.0007405696397
993	0.0007405696397
994	0.0007405943693
995	0.0007405911988
996	0.0007405861261
997	0.0007405598113
998	0.0007405598113
999	0.0007405717798
